,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DNAH2,4.056994934602218,1.1930135423085513,1.044696799856912,1.1419710890968113,0.2534660371583126,0.5006792858933444
RHEBL1,4.095773369405243,0.6580298195924204,0.5762676550625745,1.141882272606412,0.25350295824012326,0.5006992051541371
HCG4B,1.1445128627563448,1.363262140652337,1.1940647286698336,1.1416986934795288,0.25357928409033514,0.5007439355708492
KLHL5,23.992629935528658,0.44229563884579154,0.38740131222327334,1.1416988659833982,0.2535792123616841,0.5007439355708492
AC025165.4,1.469773456677919,1.1023820278022305,0.9657092012371418,1.1415258613980286,0.25365115631231827,0.5008328525049129
AC245060.5,1.4363472988013892,1.088536549342652,0.9538415118589957,1.1412132265255908,0.2537812015534363,0.5010366007812128
AHCYL2,60.987158139981155,-0.6657316355240738,0.5835208500644796,-1.140887485769377,0.2539167477518248,0.5012511652529674
RASGRF2,3.1032587402338665,0.7387507660471663,0.6477071238151682,1.1405629780566975,0.25405183095725004,0.5014647704368825
DGKQ,18.374185557820233,0.3958152522850094,0.3471087697695566,1.140320518400583,0.2541527925613907,0.5016109860169117
PHF3,11.62903407432995,-0.3039029047334206,0.26652474424761974,-1.140242740280332,0.2541851857350558,0.5016218542689799
DNASE2,95.18734750332099,-0.3116944065100089,0.2733753933693481,-1.1401699423945202,0.25421550733447706,0.5016286325054826
FBXL18,3.2896339826006797,0.6420181000026841,0.563460951951808,1.1394189744271668,0.25452844560371335,0.5016624983761335
MSS51,2.122642984740887,0.8653482402893946,0.7592613968869512,1.1397237418330635,0.25440141270594807,0.5016624983761335
AC004706.1,1.1228880950681461,1.2932231888597183,1.1346872366072736,1.1397177540539443,0.2544039081021985,0.5016624983761335
AC079949.2,2.1977640482952725,1.7508984692880052,1.5365272070020903,1.1395167370346624,0.254487691468269,0.5016624983761335
MIR4685,1.549829285722119,1.2004227639911944,1.0534764960883585,1.139486992304488,0.25450009062391055,0.5016624983761335
CRIPT,11.802998005420738,0.3402683021259841,0.2985077070818542,1.1398978788600544,0.2543288488600959,0.5016624983761335
RABGGTB,23.237702956504997,0.2902835414701474,0.2547437315621055,1.1395120095403701,0.2544896621064855,0.5016624983761335
COPZ1,156.52964850202565,0.32163022052069856,0.2822268859308984,1.13961580754375,0.25444639674141856,0.5016624983761335
RAB27A,41.139894290436935,-0.4282944651898811,0.3758457598226088,-1.1395484823136677,0.25447445884309017,0.5016624983761335
AASDHPPT,18.8604484810576,0.3183028614256801,0.27921540716412235,1.139990320228218,0.2542903338915834,0.5016624983761335
BTBD19,6.18651315091873,0.7114294661697058,0.6243782594169291,1.1394206243408742,0.25452775776926984,0.5016624983761335
CNTN4,1.7571736112934557,-0.814164330179188,0.7148576515370823,-1.1389181166748052,0.25473730855391874,0.5020211223925702
RIOX1,14.030739515891753,0.33151027888338674,0.29109669526893456,1.138832162203406,0.2547731644532534,0.5020387546688159
ITGB2,100.84498746283401,-0.6866635930278623,0.6031279621831158,-1.1385039926558473,0.2549100926314368,0.5022555283794189
SNORA9B,1.4399768172396898,1.0645206493943098,0.9352171962201444,1.1382603460423626,0.2550117868584355,0.5024028413324003
HBP1,21.7806105268932,-0.29644258572450444,0.26049430241095695,-1.1380002671107767,0.25512037079890815,0.5025636952798257
AL133351.4,1.4105301382813193,1.0577187157117602,0.9295331222914214,1.13790320145273,0.2551609043157941,0.5025904763323237
CEP192,8.370658922187763,0.4515255239400098,0.39692114687934427,1.137569835948459,0.25530014806018253,0.5028116607578196
AC006058.1,1.0302759142967766,-1.655688525461238,1.4558927052196153,-1.1372325168780102,0.2554410969314794,0.50303615637013
ZNF204P,18.962239224415125,-0.7463305968623772,0.6564348458251251,-1.136945428185268,0.25556109962452767,0.5031131619388849
ZNF608,9.650430646647873,-0.5294646544683546,0.46566672419949007,-1.1370034124266386,0.2555368591314059,0.5031131619388849
LOH12CR2,1.7445229795822248,-0.672522585483104,0.5915164129502793,-1.1369466184865333,0.2555606019993014,0.5031131619388849
NOP53,139.8376226720769,-0.3486976631946044,0.30672173233840366,-1.136853461723048,0.25559954976860155,0.5031357670429203
VPS16,26.51125403888155,0.3013875552530334,0.2651789653313599,1.1365439746566184,0.2557289723613735,0.5033374234989075
PLEKHJ1,25.364853619144988,-0.332415825470152,0.29250020872752597,-1.1364635496031692,0.25576261229911823,0.5033505335089292
MTMR9LP,6.148543520263935,0.6968388705194314,0.613215151696648,1.1363692964719034,0.2558020401149561,0.5033750303158672
ITFG2,10.451028538641461,-0.3582219875432677,0.31526818831517933,-1.1362452693297005,0.25585392938144225,0.5034200903437676
LMO4,30.045594705913235,-0.43522384144935344,0.3830570015475801,-1.1361855799293976,0.25587890425738047,0.5034200903437676
ZNF148,14.251976343865023,-0.2797002919000482,0.24623817658966926,-1.135893287441533,0.25600122795896496,0.5036076455114308
MTHFSD,6.94069329936738,0.4653087260096859,0.40979825110503193,1.1354580571170534,0.2561834460743786,0.5039129734749269
ZNF524,29.10243451182765,-0.3330889499300562,0.29337819052189756,-1.1353568898135074,0.2562258147454475,0.5039431821321751
IGF2BP2,15.322801462433366,0.6797401215924942,0.5987402324106217,1.1352838590046879,0.256256402931628,0.5039502170860529
CARD8,7.019266501339764,-0.39576956161264765,0.3486623418066683,-1.1351084248499086,0.25632989204614687,0.5039942252065863
SAXO2,2.7115932583220745,-1.1814092700747698,1.0407961821052791,-1.1351014640398318,0.256332808221327,0.5039942252065863
ATP6V0E1,366.40872181473173,-0.3890762378852527,0.3428122040268106,-1.1349544541151277,0.25639440222440446,0.50406220888311
COPS5,17.881288773954935,0.5168660496987443,0.4554846568249416,1.1347606158716201,0.25647563199804024,0.504062558325865
ATP5PD,73.48610445009501,0.32849197184825696,0.2894673529807912,1.134815268338932,0.25645272754902704,0.504062558325865
MED23,14.848840814728996,0.3413498251557806,0.3008030384948138,1.1347951365912343,0.2564611644518743,0.504062558325865
TOR1AIP1,56.538669951028,-0.3194057952812489,0.2815815938108567,-1.1343276773118893,0.25665712357829784,0.5042934810119528
TBC1D10C,9.752290025847621,-0.6966018431250562,0.6141280049805302,-1.1342942146843484,0.2566711551120352,0.5042934810119528
ELP6,17.769184528549342,-0.28108667056535286,0.24780914626842385,-1.1342869090912537,0.2566742185608353,0.5042934810119528
SPINK5,3.220092338977466,-0.8178801981112086,0.72118318290509,-1.1340810732948612,0.25676054196277465,0.5044099643465817
ZNF468,12.027415178872024,0.48962295157490276,0.43177780544443756,1.133969707106469,0.2568072551086249,0.504448616399412
TIMM22,18.827824560259106,-0.2732326497132168,0.24097053576083713,-1.1338840611799934,0.256843183765606,0.5044660784835152
BICC1,11.197731618640901,0.6994640537825383,0.6170374548369373,1.1335844336506016,0.2569689056387461,0.504659881316009
PPL,62.30325553201514,-0.6167187275661098,0.5441358897709238,-1.1333910134575809,0.2570500862488071,0.5047661782069249
FTH1P2,9.58621087684313,-0.6838481572869591,0.6035809322050609,-1.132985024541213,0.2572205422090643,0.5050477432113779
SLC15A1,1.004767056840889,2.7052158356874085,2.3885218028476087,1.1325899694372625,0.2573864828519399,0.5053203841490732
MRPS18A,28.220752507901857,0.42509508559212766,0.3753664658208584,1.1324801874949637,0.257432609316375,0.5053577643114067
IGFBP2,150.29320814203084,1.0950232657978836,0.9671813198648489,1.1321799163272703,0.2575588018687478,0.5055366436795673
SH3RF1,26.007700062013523,-0.391669833305348,0.34595700391036543,-1.1321344238685405,0.2575779243617927,0.5055366436795673
CHD6,15.960664428527458,0.40563257983516704,0.35835816623361655,1.1319194539318296,0.25766829906006006,0.5056608241888652
GRAMD1C,4.38261698382976,-0.47916754229158465,0.4233581918229283,-1.1318253704465908,0.257707859261457,0.5056852682205515
TMPRSS2,61.45027002616384,-0.8090202586160663,0.7148369463080578,-1.1317549586579712,0.25773746874974546,0.5056901834539911
RNF24,15.777726141799846,0.4388768611578446,0.3878126647897228,1.1316723279158751,0.25777221954837404,0.5057051840288134
AC004034.1,1.8081262919705337,1.395515040052557,1.2333622519803136,1.131472150872047,0.25785641854254393,0.5058171801859155
AFG3L1P,4.033565348079823,0.6512405776102786,0.5756709168614151,1.1312723268371325,0.25794048807554426,0.5058775139654268
DOLK,29.982028785404108,-0.2479174759777675,0.21917463484355662,-1.1311412753338317,0.25799563409878523,0.5058775139654268
FTH1P11,2.1154458185200844,-0.6717576650142013,0.5938210225763971,-1.1312460143287995,0.25795155963290695,0.5058775139654268
BORCS6,10.75694660841339,-0.35212832247690956,0.3113032142152151,-1.1311425850986254,0.2579950829138067,0.5058775139654268
AC080037.1,2.7625025140486934,0.7487927925217447,0.6621209371591721,1.1309003393465216,0.25809704046781223,0.5059876880442441
ZNF605,4.304674211926762,0.6074379659901666,0.5371379408616276,1.130878904245286,0.2581060635213095,0.5059876880442441
AL353572.4,2.8724628557317327,1.2619809685154275,1.1162718907643043,1.1305318882941298,0.2582521694722385,0.506091306022017
AIMP1,19.13704559836076,0.26146069339642874,0.2313060517035923,1.130366851497159,0.25832167589900135,0.506091306022017
BRD3,14.203037679905298,-0.31398803303306677,0.2777011338139471,-1.1306688911231848,0.2581944796017899,0.506091306022017
AC093297.2,10.48923577946235,0.6249603933462771,0.5528662674047699,1.1304006596024152,0.25830743631767683,0.506091306022017
TRPV4,11.252468901831342,0.8440769710528001,0.7466685449860792,1.1304573853027877,0.2582835453339607,0.506091306022017
DGUOK-AS1,2.3929015575053203,0.7838731544974766,0.6933804709827526,1.1305094205876114,0.2582616311449296,0.506091306022017
MAFK,60.75841144777406,0.7185967015927301,0.6357591629850865,1.1302970423873968,0.25835108040729404,0.5060957693362962
TCP11,1.878248721826856,2.8262845216863783,2.501375307268936,1.129892229076246,0.25852163879825985,0.5063767154917725
MED12,27.570135474647216,0.33944781947767677,0.3004769375174267,1.1296967490491343,0.2586040275619911,0.506401001865534
MGAT5,32.963826798057895,0.32708602115259344,0.28954401081276204,1.1296590809612996,0.2586199055827548,0.506401001865534
ITGA6,35.980535556655674,-0.6753350351323958,0.5979080645411073,-1.1294964480044494,0.2586884671098495,0.506401001865534
MSX2,2.7769562449911915,0.9919227502803577,0.8782146280692535,1.1294764611938775,0.258696893861843,0.506401001865534
MFN1,21.34363569838277,0.3176687492488571,0.281243147001982,1.1295164082580058,0.2586800517445619,0.506401001865534
ZFYVE27,26.736162354811015,0.2930005608601172,0.25936548642101503,1.1296821520211986,0.25861018048627415,0.506401001865534
GPR68,17.275973817636313,0.7003409530189328,0.6202220311360892,1.1291778070767433,0.25882283376893345,0.5065943778458866
HSP90AB2P,1.4664524153362581,1.0720204182538926,0.9494466838272272,1.1291001764654858,0.25885557689472094,0.5066053181710698
IRGQ,9.980908302474292,0.3880210905559391,0.3437981450698954,1.1286305528991525,0.2590537164476464,0.5067302128215474
PLEKHF1,26.733631599685644,0.724207688750417,0.6416240901837796,1.128710252358173,0.2590200829337713,0.5067302128215474
LIPG,3.548033975424989,0.9315531318158113,0.8253034205706289,1.1287401803953745,0.25900745395494096,0.5067302128215474
AL136295.6,3.0420014523805343,0.7128317895079588,0.6315919768317408,1.1286270498300845,0.2590551948272455,0.5067302128215474
SCFD1,6.660031252913014,0.47879439292903164,0.4241639602007102,1.1287955551491713,0.25898408814173524,0.5067302128215474
ITGB7,4.468159833967558,0.7312763243306133,0.6480059593881293,1.1285024678185227,0.2591077752398554,0.5067799310881625
ZBTB17,20.305297976168376,0.3207809093748896,0.28428277438335753,1.128386727161717,0.25915663074239415,0.5068223542726256
HOMER1,7.789828998412661,-0.44265175470191453,0.39239200060805135,-1.1280855726314007,0.25928378154017595,0.5070178715223836
TCEA1P2,9.43470408031925,0.507274084028941,0.44973493251833485,1.1279401428490556,0.2593451990836416,0.5070848228152904
CELSR2,6.352403385816128,0.7026918132178179,0.6232305739802108,1.1274989426948914,0.25953158728499426,0.5073960834094245
BCAP31,297.9695365918602,0.29612899815886146,0.26274238127279964,1.1270697811458033,0.2597129786713801,0.5075047140865501
DRGX,1.1121212145844352,2.824086960880963,2.505453267921251,1.1271760671170208,0.25966804718037595,0.5075047140865501
CTSC,41.67164157425405,-0.3893300595326213,0.34552172983816937,-1.126788927906127,0.259831732895921,0.5075047140865501
IGFALS,4.225796398979337,-1.1891263659757372,1.0552798285524787,-1.1268351140633994,0.259812201248218,0.5075047140865501
AC091133.6,1.1614490130324302,1.3006156472310335,1.1542192620283438,1.1268358534802332,0.259811888564762,0.5075047140865501
PARP6,16.444541965555306,0.39514502740263324,0.3505619745769876,1.1271759519253124,0.25966809587377804,0.5075047140865501
ZNF286A,2.008336995774137,0.8265863810431902,0.7334453705385516,1.1269910674277586,0.25974625769599546,0.5075047140865501
SF3A1,67.01657010196593,-0.22917873656070892,0.20339110902449012,-1.126788371723337,0.25983196810605813,0.5075047140865501
BCL2L14,1.706526442914429,1.2390048818489479,1.0992941350113343,1.1270913237758455,0.259703871272689,0.5075047140865501
LINC01560,5.155153350626062,-0.4512652568850277,0.4005861553214565,-1.1265123641702068,0.25994871010400955,0.507573321236055
UROD,42.27302218770811,-0.3233551874255357,0.28702771640983266,-1.1265643313826628,0.25992672693066154,0.507573321236055
NLRP12,1.0384414759432499,-0.9670152330083163,0.8583871570797218,-1.1265490461182492,0.25993319277053706,0.507573321236055
TRBV6-5,3.2718809181720894,0.9172577316043942,0.8145916802177571,1.1260337588510507,0.26015123026353004,0.507915603079393
ASIC3,1.5492105724092076,1.1617228925758898,1.031869631807508,1.1258427002458828,0.26023210653011397,0.5079671909952225
SUCNR1,3.8962029632010395,-0.7447867325227265,0.6615044714657738,-1.1258982586654545,0.26020858652004397,0.5079671909952225
FBLN2,53.37893348722875,0.6594662885300465,0.5858274128553221,1.125700631378461,0.2602922564221609,0.5079893903545688
PRSS3,1.0071393506399535,2.70867361699457,2.4062399997383506,1.1256872204306743,0.26029793491931597,0.5079893903545688
CEP83,4.720799856801121,0.5098134921696786,0.4529353733966145,1.1255766763071045,0.2603447450550729,0.5080276026035451
AL512274.1,2.2616426360668154,-0.7703951181144875,0.6845252284834443,-1.1254444482948958,0.26040074492859777,0.5080306073546845
AL158212.3,3.4330242485922096,-0.523343246070968,0.46500355858854586,-1.1254607333748248,0.26039384758585904,0.5080306073546845
ATP5MFP2,2.086594511806726,2.211210792243815,1.9654816892410973,1.1250223313439247,0.2605795714119927,0.5083263345706345
HYKK,2.39017065406737,0.7586479805159713,0.6743974360036906,1.1249271423858431,0.26061990919271516,0.5083518709679548
TIMM44,18.33707286699798,0.3327293067450558,0.2958073899696418,1.1248174252144385,0.2606664088854942,0.5083652541729212
H2AC6,85.59012354392472,0.6183865224367947,0.5497832630772489,1.1247823714668201,0.26068126637038846,0.5083652541729212
TRAPPC9,18.69094272309497,0.5643315289813808,0.5017709302112492,1.124679599800238,0.2607248293827761,0.5083970674952397
MTRR,26.323935182851155,-0.3956896149423377,0.35186736295108056,-1.1245419626978863,0.2607831790975921,0.5084577042976043
EFCAB13,1.4331508576859353,1.0639215934417037,0.9462536726956877,1.1243513490529486,0.260864002542634,0.5085621416340567
AC055855.1,1.4456121211153454,1.1157009199541714,0.9924309463036513,1.1242101267696702,0.2609238943776122,0.508594656616896
HEATR3,14.815239975669177,0.30439044150246203,0.2707658049012561,1.1241834677516545,0.2609352014330776,0.508594656616896
IGLON5,1.0133813724451766,2.6780808797328284,2.382620223529274,1.12400660973401,0.26101022190761447,0.508687737400017
DPP7,125.54020585713079,-0.43021071207286427,0.38293620783549054,-1.123452688124187,0.26124528352161,0.5088269396244575
ERO1B,12.164570720338483,0.7670193990438862,0.6826593799555556,1.1235755657438162,0.26119312667036754,0.5088269396244575
THAP12,16.30384105901632,-0.2764060629467944,0.24599699204378878,-1.1236156208673993,0.2611761263580804,0.5088269396244575
NBPF11,3.645044011477247,0.6357306401859574,0.5658053857526472,1.1235853461173653,0.2611889755851202,0.5088269396244575
ZNF439,2.8280996050345886,-0.683202769718055,0.6079839880619153,-1.1237183595836402,0.26113252519070107,0.5088269396244575
ZC4H2,3.921659904543953,-0.70564372625913,0.6280747454799381,-1.123502785834699,0.26122401808961526,0.5088269396244575
AC010168.2,1.4639724185401422,1.0727788151839983,0.9551702056624567,1.1231284317960635,0.2613829525069269,0.5090419357955882
GSK3A,19.995544120275923,0.28242302002063163,0.25149103715493815,1.1229943747324758,0.26143988354897263,0.5090517740646872
AC105020.1,2.4914435463939726,1.1189103785994319,0.9963689178189139,1.1229880404627288,0.2614425737839863,0.5090517740646872
LINC02688,2.860537347386443,1.681026970723558,1.497724082916997,1.1223876212563508,0.26169766539946937,0.5094324960792543
PPP6R1,42.9481329585789,0.2895566966284842,0.2580244250520692,1.1222065375014472,0.26177463364484166,0.5094324960792543
TREM2,84.36773124796882,-0.8973390959101302,0.7996103094930168,-1.122220518241038,0.2617686906827055,0.5094324960792543
MYO18A,16.671257880065657,0.41461618735962735,0.3693975028812346,1.1224119928415734,0.26168730764050185,0.5094324960792543
UPF2,25.584054170791045,0.3629259861795213,0.3233864404460809,1.122267172609029,0.26174885942074955,0.5094324960792543
PHYHD1,15.235883868253959,-0.8330482528144666,0.7424270109005007,-1.122060809457956,0.2618365855788153,0.509457319451382
CENPV,9.37142124759144,0.5925742542570924,0.528148651010653,1.121983845122308,0.261869308760184,0.509457319451382
SNAI3,4.280043876551769,-0.5705334231554694,0.5084993308468125,-1.1219944423630812,0.26186480292848524,0.509457319451382
AL513218.1,1.2142743233399054,1.4051085259785645,1.2525340581857576,1.1218126300005002,0.26194211499597997,0.509545828326556
TMC4,102.4059473065291,0.41254085875462665,0.3678056018154818,1.1216274486259383,0.26202087587955314,0.5096459008845728
FURIN,221.16982495906376,0.6949936172617002,0.6198794380445449,1.1211754651099712,0.26221318108966307,0.5099667799009532
RNF114,65.84165462587322,0.24193278522641096,0.21580291616747435,1.1210820943617763,0.2622529196450465,0.5099909028369431
ALMS1-IT1,1.4261895321704392,1.0611868529884108,0.9466478038637981,1.120994364173365,0.2622902613708422,0.5100103602288487
S100A11,2559.9848688772213,0.2992180431040331,0.2669374452877234,1.1209294476521101,0.2623178949869428,0.5100109385964352
HEY1,13.938788576616062,-0.8009102283879695,0.7145642849261359,-1.1208371944740552,0.2623571687099907,0.5100341457353649
AC006480.2,1.0960794701963683,1.2804807280687436,1.1425352669946538,1.1207362827730858,0.26240013316204425,0.5100645222342425
RPP38,12.628098765858988,0.3626040851665724,0.3236856167759172,1.1202353962412792,0.26261346395589114,0.5104260232341974
TOR1A,31.51707497418204,-0.2480928746894931,0.2214862740668398,-1.1201275371792294,0.26265941749111543,0.5104281253013425
PNPLA7,3.2835415967093797,-0.674353345703437,0.6021641221523569,-1.1198829702657294,0.2627636362051158,0.5104281253013425
PLAAT4,171.18216672249605,-0.6854273556493423,0.6120106727320612,-1.1199598081999835,0.26273088973602676,0.5104281253013425
MMP2,290.37790630572806,0.6264747554925003,0.5593344181925158,1.1200361270757266,0.26269836726652085,0.5104281253013425
RPL8,2456.073087871518,0.5332826687365764,0.47614969264693796,1.1199895263441912,0.2627182253374529,0.5104281253013425
ECHS1,294.718756394428,0.3516945247166667,0.3140556929986897,1.1198476338976413,0.2627786966564504,0.5104281253013425
CD1A,12.442419878263381,1.228774989092221,1.0975707075116063,1.119540618825441,0.26290957235694135,0.510629178790699
CEACAM19,5.056120486904154,0.9926548682776366,0.8867293311651778,1.1194564489857022,0.2629454604949363,0.5106457225412747
C9orf78,29.80607479002211,-0.23403876213874755,0.2091251566192776,-1.1191325133820527,0.2630836109468474,0.5108076729561174
DOC2A,1.1385590306620865,2.1242585523357946,1.898101471368139,1.1191490994444269,0.2630765361883963,0.5108076729561174
SFMBT2,5.979290553755997,0.7556875165365692,0.6753718629748536,1.1189206390801416,0.2631739971460436,0.5109299963323346
ZNF638,23.23434099314406,0.28935652486115804,0.25863996548565515,1.1187618445503023,0.2632417534082644,0.5109611872530948
AC025171.2,2.770478524419081,0.770340955225534,0.6886095803257245,1.1186904411947756,0.26327222453041754,0.5109611872530948
ATG2A,20.00022420448392,0.32129954566678753,0.28719464904770753,1.1187518525577218,0.2632460173082649,0.5109611872530948
RPL30,197.99150127442095,0.4759109936309668,0.42552265164089015,1.1184151814145975,0.2633897134184602,0.5111360394474944
PPOX,11.870369263789792,0.4409855034086545,0.39440970101832856,1.118089900603539,0.26352859937211026,0.5113523742574583
AC114728.1,1.0822003769173667,-0.8465276286608843,0.7571999166493129,-1.1179711065036242,0.2635793337773985,0.5113976321011776
TTC17,23.90300611817252,0.32068575139667893,0.2869497503585805,1.1175676263734016,0.26375170177525364,0.5116788499553818
Y_RNA.703,1.262656649035475,2.99210998064224,2.6779642008179128,1.1173076845942824,0.2638627909073099,0.5116815393366262
AC009812.4,5.02630818378233,0.9767891090435654,0.8741625470184199,1.1173998615877363,0.2638233943083781,0.5116815393366262
CC2D1A,29.307211174388197,0.29972007792084066,0.2682477589939674,1.1173255614321127,0.263855150000196,0.5116815393366262
DNAJC8,97.54392465090469,-0.24146010058356593,0.21608850848926095,-1.117412963195893,0.263817794988809,0.5116815393366262
KDM3A,14.740989337918757,0.32478003586321824,0.2907698677447096,1.1169659304187907,0.2640088926166845,0.5119116513769988
EPDR1,59.37048626759662,-0.7078860158987065,0.6338125408541739,-1.1168696898056094,0.2640500460514569,0.5119382426667392
WNT7B,21.36066156069976,0.6360314925567033,0.5696392296264083,1.1165514232119118,0.2641861714884409,0.5120771634420128
KCTD21-AS1,1.1010243487414013,1.2464642121595195,1.1165137037562838,1.1163895328521662,0.2642554319911944,0.5120771634420128
SNX8,28.62707163388744,0.5422592930248856,0.485717336562723,1.1164091791787654,0.26424702616327156,0.5120771634420128
ZBTB18,38.13482485220844,0.5011172916262838,0.448876445683074,1.1163813482431957,0.26425893389182076,0.5120771634420128
AC079610.1,2.0772783707093674,0.8378737111396314,0.7504370011564777,1.1165143907462018,0.2642020137438108,0.5120771634420128
RRP9,44.17702771119005,0.2774845411742143,0.24860504842562095,1.1161661556411782,0.2643510185686121,0.5121492163483484
NINL,12.56124273004017,0.6265816260774099,0.5613587663983377,1.116187478637842,0.2643418930982042,0.5121492163483484
AL032819.2,1.4722448521965075,3.2259547688974246,2.891225267307968,1.1157742723731536,0.2645187690925951,0.5122370860374027
AP003392.2,12.123126784858199,0.6629674892462374,0.5941777008638144,1.1157730899062968,0.26451927537330877,0.5122370860374027
MTMR1,19.97489515626431,0.27029953716786664,0.2422083024906497,1.1159796521768752,0.26443084455525134,0.5122370860374027
TMEM43,96.65064421338319,-0.39211144255286373,0.35138729790545375,-1.115895323735827,0.26446694371523827,0.5122370860374027
CCDC77,7.213039096964905,0.4536851684979507,0.40662283830180135,1.1157395152537375,0.26453365085331915,0.5122370860374027
EIF4G1,162.986872765671,0.34757035167999045,0.3115637679661333,1.115567300873608,0.2646073954318451,0.512326709897461
SPAST,9.811850795623611,0.3933435075942544,0.35272847829040105,1.1151453080871316,0.2647881584762094,0.5124803168566505
MED1,19.752808515868626,0.34770967861608476,0.3118586642335776,1.1149591737994982,0.26486791721296254,0.5124803168566505
RNU6-1053P,3.7161515031286734,0.6687839675471636,0.5997072051862317,1.1151841461359149,0.26477151841909174,0.5124803168566505
ARID3A,8.62248738029112,0.7644914257749893,0.6855525972266266,1.1151462759643918,0.2647877437830546,0.5124803168566505
LITAF,156.17665909630583,-0.33752523407832474,0.30269738171455296,-1.1150583205130424,0.26482543068220055,0.5124803168566505
TYW5,3.2287648320520685,0.6276623629998154,0.5629595683972319,1.1149332887027656,0.26487901031509253,0.5124803168566505
AC135050.5,3.752207324524721,0.6936786192988806,0.6220861508917679,1.1150844916005347,0.26481421658351734,0.5124803168566505
AC012645.1,3.159902032409165,1.2156272509527142,1.09056441336212,1.114677167215677,0.26498878886903676,0.5124944383733077
TNFRSF11A,2.734239997983447,0.7170264112454476,0.6432692196474408,1.1146599111930637,0.26499618625648813,0.5124944383733077
RPL21P11,1.2938395897980355,-0.7934369353749166,0.7117258070255652,-1.1148070331899826,0.2649331219184381,0.5124944383733077
PLTP,203.34418588562875,0.6622561141984278,0.594088881725969,1.1147424814186337,0.2649607909785666,0.5124944383733077
CCDC88A,3.6024045208955666,-0.4732528739814151,0.42475526017828563,-1.1141777827136814,0.2652029247337713,0.5127879538561478
ZNF540,1.2687071497630134,-0.8006845981686576,0.7186007358483552,-1.1142273563405094,0.26518166225542017,0.5127879538561478
PRKAB2,14.046742536259698,0.3000970120406862,0.26947175363263093,1.1136492340856121,0.2654296959861461,0.5131732474625417
ELAC1,3.484381695199101,-0.4812528887724653,0.43232388028316193,-1.1131767425321406,0.2656325292495183,0.5135121850801225
TCTEX1D4,1.961760310993483,-1.0231813413299493,0.9192573581062464,-1.1130521091914845,0.26568605018726277,0.5135624366290678
PAPOLA,44.495439914227326,0.31332385087126174,0.28154649578959257,1.112867166016576,0.26576548348803053,0.5136627603269642
AL590764.1,2.1636088984029476,-0.6978349497277787,0.6272253511111917,-1.1125745292206304,0.2658912047238271,0.5137048085479775
CDK14,12.964749502262395,-0.5783553799519375,0.5197720333103865,-1.112709693648653,0.2658331309342452,0.5137048085479775
PRODH,8.276534088435646,-0.9868913446614261,0.8870691650209396,-1.1125303229744552,0.2659101999613728,0.5137048085479775
RAP1GAP2,12.489330862017347,0.5289244019095534,0.47550820412151495,1.1123349656747206,0.26599415535603865,0.5137048085479775
TRAV26-2,1.3964545881502006,1.516011825407207,1.362837500005903,1.1123936825928555,0.26596891966379155,0.5137048085479775
LRG1,59.71365908042415,0.7159064100201357,0.6434147874649562,1.112667013515178,0.2658514676342264,0.5137048085479775
GSDME,6.495746551863807,0.7926145217398282,0.7126250260162285,1.1122462624850031,0.2660322818451093,0.5137048085479775
GPR180,8.01738168464218,0.4244501571904262,0.3815584336898767,1.112411939334595,0.26596107351303033,0.5137048085479775
PNPLA4,15.056728036821994,-0.4518105600139375,0.4062168494749432,-1.1122398310112604,0.26603504637350905,0.5137048085479775
KANTR,2.7026504857329083,0.7230994372417673,0.6503504408155001,1.1118612241348593,0.26619782299850425,0.5139659302166091
TRIR,196.89825012007435,-0.2680578054796472,0.24111415006929074,-1.111746471132505,0.2662471729489916,0.5140080200444264
AF064858.2,1.0542830862225603,1.958072791648697,1.76146287516612,1.1116174057679387,0.26630268550666114,0.5140619972579179
AC025884.1,1.2276574479035716,1.4494205940013023,1.3040563767547326,1.1114708074265334,0.2663657488690243,0.5141305376214966
COQ3,12.505268345526474,0.44055028036982324,0.3964341632527112,1.1112823293410004,0.2664468430698692,0.5141385414258068
APOBEC3F,6.362828410135827,0.576801050059613,0.5190098512579194,1.1113489438815574,0.26641817969113446,0.5141385414258068
PDHA1,35.66884452024835,0.27985520081152576,0.2518338893462338,1.1112690255391595,0.2664525677786421,0.5141385414258068
AC079210.1,2.404030740100766,-1.0069079462527253,0.9062310142612988,-1.1110941144223494,0.2665278409926517,0.5142306028334956
MIR9-1HG,1.1524251832286165,2.854238436682157,2.569307117631008,1.1108981161091658,0.2666122064898161,0.5142338402233536
ZC2HC1A,9.835792513943986,-0.41180224379604397,0.37067447654177293,-1.1109538688446388,0.26658820641751435,0.5142338402233536
ZFAND6,45.05674134568068,-0.24835642793093385,0.22356353943072813,-1.1108986222142359,0.26661198861833557,0.5142338402233536
MYH9,521.0564598990896,-0.30879295963125264,0.2780005197578269,-1.1107639651186614,0.2666699610209513,0.5142920676832633
AP001271.1,1.776740951920439,0.995275555965724,0.8961968093377563,1.1105546745933874,0.26676008172655885,0.514376429497796
GRID2IP,1.502084269568272,1.1181839385070405,1.0069042306118314,1.110516675282605,0.26677644651412646,0.514376429497796
ALKAL1,6.367440583161884,1.2377463490220444,1.1146787886696978,1.1104062996472914,0.2668239848142612,0.514376429497796
DAGLB,19.422686445969216,0.44664581836159345,0.40223493499074015,1.110410308771106,0.26682225800031045,0.514376429497796
