,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AP001528.2,5.8185121316365205,-3.3852835361848963,0.6395676022014686,-5.293081645368439,1.2027219081189027e-07,5.5774223952500586e-05
ACSM5,3.0355275810503417,-3.7821455408408378,0.7188942961834485,-5.261059325299897,1.4322780839260566e-07,6.497560664210642e-05
ITIH5,14.466471444526992,-3.973230599740011,0.7620596116845999,-5.213805506575575,1.8500544153559743e-07,8.214241604180526e-05
AP001528.1,5.495472870782339,-3.3110598817767443,0.6364367452154287,-5.202496409373688,1.9662915973361513e-07,8.2305046342868e-05
CA4,5.1630287780497754,-6.309859889103755,1.2129787765563893,-5.201954074594165,1.9720396382707494e-07,8.2305046342868e-05
CTHRC1,209.6181639322551,2.8301065221433364,0.5436013139885155,5.206217220812544,1.927290250123725e-07,8.2305046342868e-05
SPRY2,17.500775441922936,-2.50104689457332,0.4812414055587478,-5.197073372498916,2.0245047148381347e-07,8.283796939067097e-05
CLMP,31.410625174419224,-2.389023235546893,0.46087089999763564,-5.18371464885101,2.1750963554146874e-07,8.728828989383403e-05
SORBS1,37.379197671473456,-3.329687141224288,0.6433529588473141,-5.175521609770845,2.2727512183043287e-07,8.948636306334855e-05
SH3BGRL2,15.678993975005536,-1.7033255294907623,0.33097429442640675,-5.146398249576154,2.6553538650688535e-07,0.00010261467491899414
DMD,4.641816310309667,-2.9045990374767703,0.5664219545882548,-5.127977497955902,2.9287143719902185e-07,0.0001111207482085307
NAT8L,12.729114213576217,-3.9071630293767687,0.7628438963413544,-5.121838226819091,3.0257142483105697e-07,0.00011275108023883032
MTARC1,7.874938469665917,-3.25753044529612,0.6369426341995995,-5.1143231279997865,3.1486796277919093e-07,0.0001152748183732659
RSPO3,5.1663365288322645,-3.128199561871296,0.6125510547452082,-5.106838911856053,3.2759278937745936e-07,0.00011786562635739348
GHR,19.97894275014613,-3.44686387311796,0.6788778765135008,-5.077295920762579,3.8284436290929e-07,0.0001340404473431273
ANKRD53,1.9118832743446574,-3.160462830628548,0.622624491038573,-5.076033590257134,3.8539519075079726e-07,0.0001340404473431273
CEBPA,17.941446001464705,-3.1005927103526023,0.6117005417994527,-5.068808180603408,4.0031440770292285e-07,0.00013694690262204252
PLXNA4,4.343530736146596,-3.4386218450646986,0.6790366497099622,-5.063970916052089,4.106123192657057e-07,0.00013820415932962494
MYZAP,4.930641196864885,-3.1565458329229896,0.6250239710251458,-5.050279636068543,4.4116377203315333e-07,0.00014613024753631497
MYMX,4.758089943600705,-4.700256712893364,0.9330868742187264,-5.037319506641747,4.7209637875407605e-07,0.00015393292549750092
ADCYAP1R1,2.3003453883199385,-3.5892959216182083,0.7149921237643496,-5.020049595401116,5.165814031903902e-07,0.00016089583166831436
LIPE,54.5331841227979,-4.747530050015772,0.9452664737767663,-5.022425085116207,5.102310127559213e-07,0.00016089583166831436
RETSAT,122.52036677544268,-2.179552084465775,0.4338012910405791,-5.024309815301801,5.052461932499999e-07,0.00016089583166831436
APCDD1,16.281881318927677,-2.476544846932742,0.49476603837818,-5.00548674490824,5.572104738140754e-07,0.00017099806128753126
PPARG,19.12262916232947,-3.7413695686225448,0.7481490092347998,-5.0008347567674845,5.708262183651497e-07,0.00017263770325860788
TIMP4,42.12463579741741,-5.172414907123717,1.0354140095508004,-4.995504077994556,5.868228378344656e-07,0.0001749402711418518
