,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LYRM4,19.44256428906397,-0.28659271000516506,0.2878906162859079,-0.995491668684839,0.31949719430301904,0.8525998016437779
UEVLD,24.808125870511976,0.3535931146387149,0.35508847881093014,0.995788756151079,0.31935279454862253,0.8525998016437779
UMPS,19.403324666045414,0.2967521728912864,0.29805105765932255,0.9956420729446939,0.3194240847761469,0.8525998016437779
SF3B1,126.87678068541881,0.2216677866013892,0.22261885235630713,0.9957278292253715,0.31938240467959844,0.8525998016437779
ZNF192P1,0.7974320150860301,-1.0146429363425258,1.0191385834537956,-0.9955887774398313,0.31944998976580363,0.8525998016437779
Metazoa_SRP.155,1.2220762133648748,1.6982015776281996,1.7061894375678235,0.9953183041907641,0.3195814780784392,0.8527076185322681
GJA4,29.27153951810885,-0.5621966640877445,0.5649520663364862,-0.9951227680843623,0.319676558372895,0.852852265421321
EFNA5,13.845964524284426,-0.7119663217897918,0.7159687483940863,-0.9944097747097594,0.3200234112857666,0.8533922790894436
TAB3,13.366840239968294,0.41288193610823465,0.4152545275147672,0.9942864165245057,0.3200834468292637,0.8533922790894436
RPL21P89,1.0835518497777918,1.511921586323485,1.5205010733630313,0.9943574607148613,0.32004887038421315,0.8533922790894436
ZNF446,4.046525621380054,0.5643276140992348,0.5673828798828665,0.9946151604287701,0.3199234711973472,0.8533922790894436
GBAP1,3.2484700741523715,0.6968012595242651,0.7007297286947397,0.994393745534684,0.3200312118940919,0.8533922790894436
NIPSNAP3A,32.09083846831403,-0.3026139986022257,0.3044108985268972,-0.9940971235479181,0.32017558561353354,0.8533937278446386
CLDND2,2.4571333205756454,-1.2053371719657755,1.2124094498713356,-0.9941667578504022,0.3201416889432681,0.8533937278446386
AL031668.2,1.8695562130458574,1.492173741706536,1.5011305961831096,0.994033260997179,0.3202066747663178,0.8533937278446386
AC015802.6,1.001922735695137,1.519616170869932,1.5346054748255138,0.9902324706893892,0.3220605049103914,0.853483920364906
ATP6V1G2,2.3926704057834005,0.8490922575081201,0.855414644700926,0.9926089794791666,0.3209005471024885,0.853483920364906
HMGA1P4,4.220100090900974,0.8120294845558296,0.8196410017731589,0.9907135963173352,0.32182545011733965,0.853483920364906
ZNF484,5.036062372672829,0.5748961419151745,0.5786027361967379,0.9935938873951279,0.32042062127364446,0.853483920364906
Z94721.1,2.1033409205055116,1.0954256338816228,1.1026749818985255,0.993425671085399,0.32050255645928805,0.853483920364906
ZNF354A,15.4706814264791,0.33623829165654673,0.3388543853167629,0.9922795933192051,0.32106115510312594,0.853483920364906
AC079601.2,1.1185973322872746,2.6353828913967527,2.6610295822729872,0.990362117337182,0.32199715478171875,0.853483920364906
LINC01488,1.2116144166582503,2.7781306399467223,2.8043461168039374,0.9906518397639545,0.32185561512666205,0.853483920364906
PRF1,8.316247430894846,-0.752557062248247,0.7594124613611551,-0.9909727592557269,0.32169888201579044,0.853483920364906
LY6E,423.2057592761399,0.676843391543732,0.6834216435173373,0.9903745337362315,0.32199108809846155,0.853483920364906
C1QA,253.2997942118221,-0.6992746155110976,0.7060462752608817,-0.9904090425981187,0.3219742273750662,0.853483920364906
AC020915.2,4.996053978319482,0.688504751635523,0.6953711433085712,0.9901255728841754,0.3221127452343535,0.853483920364906
SLC7A8,83.73495615186738,0.8702357459433577,0.8768948641078861,0.9924060244425048,0.3209995013440502,0.853483920364906
ETF1,105.14467240851235,-0.24486124572038495,0.24686876004452127,-0.9918680908683049,0.32126187660195127,0.853483920364906
LINC00960,1.7497133971528238,-0.9847413385561247,0.9946649074423459,-0.9900232039836026,0.32216277749254185,0.853483920364906
CRYZL1,10.886210780313958,-0.3248193478569847,0.32697919272337317,-0.9933945495173581,0.32051771672502205,0.853483920364906
DKK3,23.637815932188307,-0.49473699424838885,0.4984144268822428,-0.992621737181932,0.3208943275295174,0.853483920364906
PHEX,2.5146882716892978,0.869232055920393,0.8769278212223749,0.9912241747658838,0.3215761286052121,0.853483920364906
UNC5C,4.43730653271095,-0.6419272076978105,0.647906720051075,-0.9907710289641801,0.32179739877785407,0.853483920364906
AL360091.1,1.2854754441721703,1.846035325051287,1.8596649670379408,0.9926709153378509,0.32087035317200097,0.853483920364906
ZNF611,7.256425489284966,0.596650303267703,0.6012601165165898,0.9923330799395211,0.32103507156872013,0.853483920364906
XAF1,6.198327500694443,0.7363922219201972,0.7410378223783043,0.9937309536466068,0.3203538688543496,0.853483920364906
CRTC3,18.84314608317224,-0.27134053914750855,0.27400348068999847,-0.9902813587046995,0.3220366154696922,0.853483920364906
PIGO,24.094795833192585,0.30533672816676233,0.3082345840479697,0.9905985375062377,0.32188165211626774,0.853483920364906
CKS1BP1,1.563520616490919,1.2410646016034095,1.251767557179277,0.9914497260178357,0.3214660294261713,0.853483920364906
CTLA4,3.336852170552383,1.0261364506666257,1.0350454377958842,0.9913926608398662,0.3214938825393433,0.853483920364906
LINC02571,1.655756679603004,1.49513877800845,1.506606729582305,0.9923882249105349,0.32100818076472526,0.853483920364906
RPSAP47,1.0685083262873656,1.5730101488302652,1.5849065572984173,0.9924939370000271,0.32095663560766385,0.853483920364906
POT1,13.062119671344504,0.37808488955994307,0.3816490384963754,0.9906611871721874,0.32185104926343033,0.853483920364906
ZNF260,24.119193877937427,0.4491863379398292,0.453603789118865,0.9902614323667429,0.3220463524622824,0.853483920364906
SUPT5H,58.6601085160254,0.30206044440552676,0.3048441406957639,0.9908684605717409,0.3217498147367076,0.853483920364906
LPAR4,0.8759576641570764,-1.0171592296843646,1.0265997290138766,-0.9908041088822608,0.3217812425590997,0.853483920364906
SLC35C1,28.146114364798557,-0.42382423678450953,0.4274821062501066,-0.9914432220387327,0.32146920389319356,0.853483920364906
RNU6-444P,1.309038656046631,2.865697899019275,2.8852306258748994,0.9932300985992406,0.32059783356880145,0.853483920364906
CDK5RAP3,3.9009711308303823,0.9755487873743647,0.9853535361754285,0.9900495117324893,0.32214991923541825,0.853483920364906
ZNF75A,9.78930528713106,0.40660142957019707,0.40929047716207767,0.9934299776273179,0.3205004586481849,0.853483920364906
MT-CO3,24044.05778880139,-0.6266036960368699,0.6327506065153057,-0.9902854135339543,0.3220346341034377,0.853483920364906
EIF1AXP1,1.953763529412097,0.91850041318251,0.925603495084978,0.9923259992640631,0.32103852448439263,0.853483920364906
AP000238.1,1.7274440459309943,1.2567905951325995,1.2685271108407594,0.9907479188991231,0.32180868603856605,0.853483920364906
LGALS17A,0.9746871271958499,2.458672665892326,2.479400580477287,0.9916399492892871,0.32137319416288246,0.853483920364906
TEPSIN,4.877731289015601,0.6152496539713399,0.6206992175760314,0.9912202827869299,0.3215780286275649,0.853483920364906
MRPL23,29.562372422708233,0.652090688393007,0.6571678923076029,0.9922741144629456,0.32106382702585723,0.853483920364906
IFRD2,26.318335250084985,-0.27800516298759226,0.28017134114202735,-0.9922683806787468,0.32106662328712776,0.853483920364906
MANBA,17.41753237160602,0.32510975481561,0.32832547975652443,0.9902056796100652,0.32207359703284655,0.853483920364906
CCDC28B,6.510899931578124,0.537163171644568,0.5405401899942653,0.9937525120014975,0.3203433705813129,0.853483920364906
AL135786.1,1.7979111782148425,-0.7342832659470792,0.7400322171504621,-0.992231485237873,0.32108461689672496,0.853483920364906
HSPA9,106.97644717889071,0.24843755320067462,0.25071444559553024,0.9909183837036306,0.3217254348562535,0.853483920364906
ZNF408,16.43205390668234,0.38308055723005646,0.3870099450790865,0.9898468039413638,0.3222490039769603,0.8535308242131414
DNAJC28,2.1974702884158295,-0.584471923324715,0.5904928236714216,-0.989803601152557,0.3222701243206192,0.8535308242131414
LAMTOR4,113.20582180000423,0.4641613751833777,0.46900019580962127,0.9896826895394139,0.3223292386118305,0.8535308242131414
SMARCC2,35.75490530775447,-0.2959734311221994,0.2990680922376164,-0.9896523193354969,0.32234408786772895,0.8535308242131414
NUP133,47.94730178219923,0.36304736811680377,0.36694355262607153,0.9893820603158597,0.32247624840088474,0.853772437405438
DLAT,26.891016959303442,-0.29445034749693055,0.2979526784020831,-0.9882453451201193,0.3230325053641957,0.8538739254017258
ATG4D,17.956237286162224,0.44711344610911113,0.45253713753873714,0.9880149252299504,0.3231453386428672,0.8538739254017258
SLC2A5,3.613154347607488,-0.7685536799607365,0.778061556610603,-0.9877800457186385,0.3232603821743344,0.8538739254017258
TRBV5-6,1.6984284325125434,1.5162558132214043,1.5334422821918494,0.9887922296326149,0.322764806796043,0.8538739254017258
AC011933.1,1.2703725933598795,1.7963624245918441,1.817298173193021,0.9884797393680353,0.32291775225916786,0.8538739254017258
LDAH,14.517833840745272,0.40496962819162263,0.4097808520460696,0.9882590320401157,0.32302580388628865,0.8538739254017258
PMS2CL,5.418200297453459,0.512846697793999,0.5186990898090045,0.9887171731549396,0.322801538181656,0.8538739254017258
HLA-F,44.34791432128881,0.6486226899750016,0.6567317584587411,0.987652388697068,0.3233229195340167,0.8538739254017258
UPF3B,19.533468533994657,0.533898906817747,0.5405848938902578,0.9876319387610041,0.3233329383996759,0.8538739254017258
AP001767.3,2.867033496759631,1.0613716446663364,1.074662427965234,0.9876325970341568,0.3233326158942793,0.8538739254017258
PPDPF,832.8004816586788,0.5655729597981816,0.5725095982488168,0.987883804093673,0.32320955823092556,0.8538739254017258
AC233280.2,1.0845797391093612,1.5499716296896746,1.5693432411872121,0.9876562303330896,0.3233210374560781,0.8538739254017258
NBR1,69.02986015540453,-0.31829379541644526,0.32200035091600065,-0.9884889706206489,0.32291323343085354,0.8538739254017258
MIR155HG,2.5660519537256974,0.9419644919758916,0.95270154911757,0.9887298838218291,0.32279531760201075,0.8538739254017258
GNG8,1.5619669857638787,1.2080873655630642,1.222687017573581,0.9880593710404404,0.3231235721742326,0.8538739254017258
AC074138.1,1.2325427832390743,1.7933540511474262,1.814833377634739,0.9881645738104582,0.3230720549788303,0.8538739254017258
ALG1,13.651423460569818,0.3625154580945546,0.36664639728633913,0.9887331793729357,0.3227937047774363,0.8538739254017258
RTP4,21.48323456641741,0.6900012801180371,0.6978771594560624,0.9887145191222995,0.3228028370707674,0.8538739254017258
THOP1,14.825805085367774,0.40483441069318354,0.4092686208294915,0.9891655262323291,0.322582162173062,0.8538739254017258
CRADD,6.278061988641232,-0.37229511438271795,0.3765357619996985,-0.9887377294670248,0.32279147799506747,0.8538739254017258
EXOC7,22.354371978797317,-0.2670004598686365,0.2703994615815022,-0.9874297023633638,0.3234320292773162,0.8540275321977773
Y_RNA.382,1.5135687431411107,2.082696620819309,2.109803664867961,0.9871518641757843,0.3235681954485331,0.8541006882497238
AKAP3,1.094075509056179,-0.8694261998584801,0.8807681695974349,-0.9871226389299028,0.32358252066811943,0.8541006882497238
AC004923.4,2.1781160695501276,1.0783566539705596,1.0923410548286894,0.9871977705165327,0.32354569455912796,0.8541006882497238
TRBJ1-2,1.9735166830193305,1.763694544958114,1.7869417231114517,0.9869905224928884,0.3236472848002061,0.8541635941837235
TSPYL1,40.03642805297215,-0.357054097593915,0.3618544813296798,-0.9867339386868301,0.32377308758198364,0.8541715286549728
LSP1P5,3.827464311804618,-0.5012632008013115,0.507980749207012,-0.9867759783885768,0.32375247337650004,0.8541715286549728
POLM,15.702607355679868,0.31586645515876055,0.3200889480139507,0.986808376604724,0.3237365874655812,0.8541715286549728
PPP1R26-AS1,2.8501469222634057,0.7687515672997842,0.7793408917887827,0.9864124613496242,0.32393075255505244,0.8542435783499099
ZKSCAN1,65.20549163396801,0.3970574535855726,0.4026894009639065,0.9860141653471564,0.32412616174131637,0.8542435783499099
AL031663.3,0.9577201400267725,2.4254223363491767,2.4598226331165094,0.9860151312114124,0.32412568778293893,0.8542435783499099
TBX19,4.924024530203096,0.8593143703837498,0.871653647258957,0.9858438303860599,0.32420975371531946,0.8542435783499099
PPP6R3,46.927509562820774,0.29074991068905365,0.2948161597201616,0.9862075096732565,0.32403129491994176,0.8542435783499099
CD72,6.550598564681135,0.9466963342709704,0.9602314168479497,0.9859043535344746,0.3241800503397456,0.8542435783499099
ZCCHC10,22.548695133609723,0.34217676533154273,0.3468826018315705,0.9864339218076073,0.3239202259552407,0.8542435783499099
ANAPC16,83.79603845876478,-0.2589343870513366,0.2626501585672583,-0.9858527726151355,0.3242053649624339,0.8542435783499099
MLLT11,10.49851181261255,0.7223402457392799,0.7325129776508735,0.9861125574263313,0.3240778821720005,0.8542435783499099
CFAP94,3.195811973867148,0.9430467736031762,0.9564796009457568,0.985955970906961,0.32415471911544447,0.8542435783499099
TSN,81.81007466376352,0.19593867771947066,0.19882809414930414,0.9854677657994159,0.3243943573243936,0.8544063421236205
NGF,1.7378519517938997,-0.8470703793998193,0.8595312925397276,-0.9855026649430192,0.3243772230572848,0.8544063421236205
B2M,1519.9348081850076,0.40731817389628927,0.41330733334564207,0.9855091865879279,0.3243740212215477,0.8544063421236205
AC008731.1,1.6030635197068777,1.2645189036502844,1.2834716663915537,0.9852332051906103,0.324509533725051,0.8544538866265363
AP001189.1,1.0642348282805032,-0.8686117752311941,0.8818867730926341,-0.9849470495913136,0.3246500808841034,0.8544538866265363
AL157871.5,1.1777127095582585,1.7341694539033614,1.7602666794412243,0.9851742773736152,0.3245384732612727,0.8544538866265363
LRRC37A3,4.019859729438026,0.7324817673617408,0.7436885888230358,0.9849307604960955,0.32465808256957096,0.8544538866265363
DOP1A,8.189821439045122,-0.4254303995728925,0.43187608977588987,-0.9850751399403886,0.3245871635891139,0.8544538866265363
PNISR,27.774082347597002,-0.3525456228451166,0.3578442716533404,-0.9851928639691715,0.3245293451759007,0.8544538866265363
LYRM9,3.741887491448202,-0.5290853536114306,0.5378240931666539,-0.9837516770515606,0.3252376242017708,0.8554397204238157
ARPC1B,1.0043104165608416,1.4403912626702495,1.4636943083334109,0.9840792947472108,0.3250765264761839,0.8554397204238157
IGKV1-39,6.022420538154505,-1.4645873473562396,1.488604560807971,-0.9838659546772479,0.32518142516850235,0.8554397204238157
FAM222A-AS1,1.6713268060504987,-0.825185310407192,0.8386597316832505,-0.9839333870853507,0.32514826646932227,0.8554397204238157
ANKRD18EP,9.14905271018104,0.603488939361739,0.6134051875927318,0.9838340978661944,0.3251970909594928,0.8554397204238157
PHF11,27.1019602759669,0.29773220919118226,0.3026956042770323,0.9836026852860821,0.3253109043166561,0.8555246315412702
RPRD2,39.72811550998866,0.30174984639165886,0.30680725061986625,0.9835160211566398,0.32535353414537627,0.8555289252199737
PLP2,186.29177957683285,0.46576588761327425,0.47367949434241496,0.9832933305670604,0.32546309165203446,0.8557091844014937
AP5Z1,13.153522779885334,0.4134588020561032,0.4205389353897082,0.9831641431083095,0.3255266592446878,0.8557539086118325
ENTPD6,36.10860923072286,0.3887922199603333,0.3954789432312711,0.9830920877447893,0.32556211809801316,0.8557539086118325
MPP3,5.591774041267441,0.7001919425104636,0.7125789349333688,0.9826166733036201,0.32579613520318784,0.8562611775088317
FRG1EP,2.1074239922833136,1.0599110950039554,1.0792825988462167,0.9820514998917151,0.3260744773569444,0.8568847995825104
TAF9,45.45970008392365,0.3243018713750257,0.33029521894671376,0.9818545736423301,0.32617149783344124,0.8570318328869619
WHRN,11.77575918469378,0.6305826692899634,0.6423505884496893,0.9816799122296631,0.3262575646991771,0.857104505238588
IGKV2-30,55.64855154922415,-1.2281993704778744,1.2511813857751763,-0.9816317477556915,0.32628130101664476,0.857104505238588
MIR554,1.3148474843310705,1.888139974173129,1.9239231845970077,0.9814009152182581,0.3263950750131911,0.8572954594556667
SNORD127,0.9099786884890375,2.347797582098434,2.3931067263207346,0.9810668100490608,0.32655979624186227,0.8575771171673623
NFATC4,20.54901339695921,0.6144203345755871,0.6263097528066964,0.981016712293192,0.3265845001978641,0.8575771171673623
AC112484.5,1.0408444460030954,1.563953009411882,1.594591748154948,0.980785841405164,0.3266983617912622,0.8575930792720796
PI4KB,72.83927798240944,0.2536493193788301,0.25862674469565544,0.9807544060352976,0.326713867175246,0.8575930792720796
ASCC3,18.69593129291636,0.3873746844408445,0.3949399431120757,0.9808445339521296,0.32666941318147447,0.8575930792720796
PRICKLE1,6.436591584457834,0.6656096353221589,0.6789141763854343,0.9804032062872671,0.3268871277015163,0.8578785168437938
TCP11L2,4.841420443421555,-0.459856338762693,0.46906534241157033,-0.9803673330424888,0.32690482873020166,0.8578785168437938
HPN-AS1,1.0094906945866688,2.4965444214050683,2.548043652719903,0.9797887170183047,0.32719042274285404,0.8578813277265793
AC022784.5,1.7222833042544647,1.384214105622075,1.4125078144550982,0.9799691665111686,0.3271013388806763,0.8578813277265793
TAF1A-AS1,3.864616176215891,0.6989893940999592,0.7131727506143656,0.9801123128972776,0.32703068192850204,0.8578813277265793
FIGNL1,11.198691529912674,0.45373945719678144,0.4631725105058559,0.979633823046251,0.32726690298176564,0.8578813277265793
SNRPEP11,5.481725346729076,1.059659474647479,1.0814176129199782,0.979879985296569,0.32714536367483693,0.8578813277265793
AL590064.1,7.281130714732269,0.6958559773220429,0.7102994809045685,0.9796656143347706,0.327251204811405,0.8578813277265793
ZNF83,24.887893894267563,0.4236566587537468,0.43247233681317554,0.9796156255348258,0.3272758889223355,0.8578813277265793
BBS12,6.628267650068025,-0.38696347772540046,0.39490712323814997,-0.9798847753172609,0.3271429989571607,0.8578813277265793
XRCC5,240.62822109263587,0.20158864820912467,0.20572531212004555,0.9798922948844183,0.3271392867506221,0.8578813277265793
PRR16,5.850007242455002,0.7696204799254607,0.785856467295062,0.979339754719477,0.3274121336954453,0.8580229066880011
ELN,67.254880165033,0.8890767094932879,0.9077591694949451,0.9794191448244454,0.32737292140097973,0.8580229066880011
ABR,23.704293374855222,-0.29004599560166633,0.2961903522649549,-0.979255378791703,0.32745381192544776,0.858024378109021
RAB11FIP2,11.013636262357291,-0.3290422275248879,0.3360844714521926,-0.9790462085413355,0.32755714825709503,0.8580748135591939
ZNF579,10.534421315001172,0.5643483599172535,0.5767953863045627,0.9784203780355191,0.3278664535505744,0.8580748135591939
LACTB,23.197418473449616,0.5583366135728438,0.5707439998983471,0.9782610306412101,0.32794523834933775,0.8580748135591939
NPM3,76.5588748193426,0.620594636956661,0.6340725597012603,0.978743879484472,0.32770654521494824,0.8580748135591939
CHMP2A,205.67148314867387,0.4239563061841801,0.4330681431000323,0.9789598079170015,0.3275998389146706,0.8580748135591939
NEDD1,23.718140980004907,0.2898225765066941,0.2961360867087341,0.9786803753902181,0.32773793160350295,0.8580748135591939
NPRL2,22.991419961472268,0.4006894988435159,0.40933425432061715,0.9788809380454876,0.32763881177041887,0.8580748135591939
MYLPF,1.2646561218284171,1.6853300419588375,1.7226474871378705,0.9783371551883578,0.32790759919426193,0.8580748135591939
NAA50,86.99714233587171,0.3037813461843186,0.31054563503299004,0.9782180520812898,0.3279664899821799,0.8580748135591939
AP001207.3,6.964873668901026,0.8922258434110102,0.9117375648999311,0.9785994103565729,0.3277779507501376,0.8580748135591939
GRIA3,1.2104134930960881,-1.084534726639711,1.108521269658339,-0.9783616754363034,0.32789547595657154,0.8580748135591939
HSF1,53.99995732492133,0.453304251513477,0.4630927446752764,0.9788627801356223,0.3276477847685506,0.8580748135591939
ZDBF2,3.123609044940041,-0.68615411671581,0.7016277888839425,-0.9779460386072422,0.3281010133611827,0.8582115751844022
SNW1,87.23202785410804,0.27456213297564364,0.280730325151719,0.9780280517512963,0.32806045025881003,0.8582115751844022
LYAR,24.14184687663004,0.4818240012738509,0.49288250090200936,0.9775636188991886,0.3282901983119694,0.858213008966477
AL356019.2,1.0177800480148818,-0.8478133036311879,0.8673759555520605,-0.9774461676097287,0.3283483162539943,0.858213008966477
AL078621.1,2.5693203538813925,-0.554508694055826,0.5672926383927566,-0.9774649916608299,0.3283390011766393,0.858213008966477
CYP21A2,3.211926990076102,1.3325976649829219,1.3631783403730144,0.9775666363788288,0.32828870527275367,0.858213008966477
AC024060.2,14.923367101375918,0.4264421329271719,0.43617714451958073,0.9776810598291864,0.328232092167685,0.858213008966477
ATP13A5,3.0636092962229617,-1.4498748659523428,1.4827745816960654,-0.9778120584545694,0.3281672859655814,0.858213008966477
Y_RNA.62,1.0204716206574012,2.5087783048978047,2.5675574960101084,0.977106962082195,0.3285162014023074,0.8582218441241051
SLC33A1,8.24879540648496,0.386680887631624,0.39564693708852616,0.9773382563684653,0.32840171941442864,0.8582218441241051
DCDC1,0.8241656121902982,2.24182683229841,2.294224216886554,0.9771611753539715,0.3284893655464508,0.8582218441241051
ATXN1,13.505255455631309,0.47469310809910364,0.4858059133213405,0.9771250103847826,0.32850726723934953,0.8582218441241051
AC112220.2,5.010442770499847,-0.40104743668616794,0.4105193888372394,-0.9769269067219944,0.32860533995780516,0.858347256757977
NHLRC3,18.421665341260017,-0.3191966758105554,0.32676457005905907,-0.9768399179655988,0.3286484103980296,0.8583523189219127
AP000487.1,1.032492335533142,1.5590216269895585,1.596215004132557,0.9766990179601709,0.32871818149273113,0.8584271069190731
LINC01558,0.8597698354678681,-1.1263998063976155,1.1538662156959942,-0.9761961924833622,0.32896724971134816,0.8586477257006145
CCN6,1.8883799855438228,-1.5348365510637965,1.5722077660939129,-0.9762301040383717,0.3289504482073857,0.8586477257006145
SHANK2,9.88266226220962,0.7124646428566294,0.7296914982407902,0.9763915909316568,0.3288704470425443,0.8586477257006145
SNORA24B,1.1645260607456356,2.6580236530608414,2.722451230432888,0.9763347175325517,0.32889862088210264,0.8586477257006145
SPRING1,25.429157097774286,0.41083447543528806,0.4209466987754257,0.9759774257178996,0.3290756512282239,0.8587158546743249
HLA-B,1581.8185611412234,0.5710414722189848,0.5850551381148581,0.9760472731834685,0.3290410384683923,0.8587158546743249
CFAP53,4.755118779124716,0.6639517305105264,0.6805575471037086,0.9755996878385191,0.32926287929975984,0.8588822206534235
DCAF12,60.31601854264476,0.30733595507235634,0.3149767824655424,0.975741617101502,0.3291925231060009,0.8588822206534235
BOLA3-AS1,3.7031737541103467,-0.6497500489065205,0.6659832590320753,-0.975625197922921,0.32925023289876043,0.8588822206534235
NT5DC1,18.811349939087343,-0.356904465705003,0.3659001358471064,-0.9754149581790199,0.3293544668030123,0.8590137499369154
LINC01063,2.3523346566059185,1.1286598662788603,1.157901939908886,0.9747456389680748,0.32968644820353954,0.8591816603704784
AL138752.1,1.0972894695110564,2.6186563800642033,2.6864429136015358,0.9747671788616362,0.3296757610720915,0.8591816603704784
AC008771.1,0.9835695091032236,1.4348093333841347,1.471543958810338,0.9750366781731067,0.32954206653850626,0.8591816603704784
AC024451.4,1.5402240917524777,2.074411502719643,2.128270773575441,0.97469341235875,0.3297123616419758,0.8591816603704784
ZNF441,6.867994684515764,-0.40764659583316076,0.4181441444441882,-0.9748949046626467,0.32961239385457175,0.8591816603704784
TRAT1,2.5412825500645786,1.4237995450119654,1.4602242591678143,0.9750553971917932,0.32953278162101396,0.8591816603704784
FRMD3,6.1035922078601965,-0.9517554486848706,0.9765871476161725,-0.9745729820508948,0.3297721209487351,0.8591816603704784
HAS1,1.4278678473752693,-1.5426258950294893,1.5823219220845155,-0.974912799664223,0.32960351643150976,0.8591816603704784
IL20RA,16.840800389198094,-0.9326405543025039,0.9570293450500719,-0.9745161515958615,0.32980032350025246,0.8591816603704784
CEP20,63.59283877318084,0.2718018211440471,0.27892695123640593,0.9744552110838517,0.32983056743472794,0.8591816603704784
IGF2BP2,7.996592851939868,1.2252158226215275,1.2596494750540392,0.9726640997242233,0.33072027338620824,0.8592965996955589
LDHB,9.381225271750607,-0.8793357695875638,0.9048554157260876,-0.9717969902207569,0.33115155350204506,0.8592965996955589
COL4A6,2.884739498300292,-1.1189489455557107,1.1516846376651455,-0.971575819422406,0.33126161691254885,0.8592965996955589
COL15A1,97.74978480880525,-0.5734937974041195,0.5899063929767605,-0.9721776272167174,0.3309621887353946,0.8592965996955589
SPSB2,13.654293656694866,0.5592923360482328,0.5746505083490265,0.9732738906906776,0.33041719528434843,0.8592965996955589
SDS,12.96061614198846,0.75398206009254,0.7759787696825116,0.9716529492179645,0.33122323136392795,0.8592965996955589
POLR2G,107.25041600943162,0.3532469589502812,0.3631627773545075,0.9726959396101686,0.33070444388734677,0.8592965996955589
SAP30L-AS1,1.0239574852581577,1.5219227884243223,1.5666236805715157,0.9714667327568506,0.33131591149848894,0.8592965996955589
NID2,23.500450038666127,0.6959221382587107,0.7147729284058003,0.9736268828911392,0.330241833394443,0.8592965996955589
TMSB4XP1,3.1954257925133165,0.8415839832333784,0.8645811975420454,0.9734007466574026,0.33035416796946926,0.8592965996955589
ACVR1B,35.45931362023397,0.29841567801131746,0.30650238499123855,0.9736161694789024,0.3302471547902881,0.8592965996955589
AL021154.1,1.0230799217656215,1.4932925781595583,1.5370585369821212,0.9715261600195829,0.3312863326637103,0.8592965996955589
RPS15AP38,1.078548811330135,1.5532834595249916,1.5954449305766143,0.9735738474931974,0.33026817683708987,0.8592965996955589
RAI1,17.643367877192624,0.3911824688338766,0.40173375188530885,0.973735632114763,0.3301878203499232,0.8592965996955589
AC025754.2,0.8675982625615057,2.167929706466241,2.2292693767405654,0.9724844063645598,0.3308096188212186,0.8592965996955589
AC010331.1,1.3280269745789681,1.8463664965080469,1.9005582388606246,0.9714864079171467,0.33130611835765755,0.8592965996955589
TEX30,6.325401707497742,0.5053239472886023,0.5201160650363602,0.9715599675877655,0.33126950632611063,0.8592965996955589
LINC01426,1.6314238516326385,1.2804809599864226,1.3158727373939552,0.973103951163526,0.33050164049762665,0.8592965996955589
BEX5,8.573092064712567,-0.6676916982112934,0.686616734232821,-0.9724372636465477,0.33083306126376977,0.8592965996955589
IDSP1,1.0384173393449336,1.5292953686049322,1.5704050797677993,0.9738222247925067,0.33014481600282164,0.8592965996955589
LINC01132,1.4849115602220204,1.2101564378921588,1.245493881137841,0.9716277664781467,0.33123576386037723,0.8592965996955589
TDP1,12.446306474538067,0.31244071613311325,0.32127584383199,0.9724998692914584,0.3308019298767467,0.8592965996955589
RYBP,31.2105123403794,0.3001960483290543,0.3086205929221088,0.9727025843826931,0.3307011404379999,0.8592965996955589
XBP1,2130.071128886583,0.7608401374282608,0.7817013067389745,0.9733131195625855,0.3303977039197237,0.8592965996955589
ZBTB18,75.40145043387683,0.9735801616211505,1.0015340167971323,0.9720889608269351,0.3310062935069007,0.8592965996955589
XPC,18.45750000457487,-0.3817646711325083,0.39283927044529576,-0.9718088283275904,0.33114566305483983,0.8592965996955589
Y_RNA.499,1.2311241305822942,1.7766831125994391,1.827643521572069,0.9721168770763373,0.3309924068903257,0.8592965996955589
ARL1,83.48108886285287,0.25232562295904853,0.2595776652534712,0.9720621483849882,0.33101963140196766,0.8592965996955589
ABCF3,39.03101963845822,0.2659833071511119,0.2736536865342669,0.9719704876616214,0.3310652308110166,0.8592965996955589
RPL5P30,2.1425877230449206,-0.6645499852105071,0.6838468049952793,-0.9717819551925736,0.3311590347824067,0.8592965996955589
NARF,21.254590475327973,0.47444732884495416,0.4879664655510758,0.9722949471725397,0.3309038368414935,0.8592965996955589
LFNG,74.00103016863487,0.881202529258529,0.9063852389857846,0.9722163285057089,0.3309429389854216,0.8592965996955589
TBCD,24.451339337740812,0.3162169469207881,0.3254095847205426,0.9717505622717013,0.33117465593973083,0.8592965996955589
CYB5B,30.76383784068952,-0.2394967782893594,0.2459584194508673,-0.9737287254653273,0.3301912505414668,0.8592965996955589
FAM200A,13.623115363814556,0.3099970491290386,0.31865521103095845,0.9728290591140569,0.33063826758306536,0.8592965996955589
AL592494.2,1.1874119324520935,1.7044870925371955,1.7547096309076013,0.9713784335107177,0.3313598639894566,0.8593037954184144
SMIM1,7.476097924692278,0.7456466341573217,0.7676831535849098,0.9712947726875567,0.33140151110262006,0.8593050116413364
SWAP70,45.13283850901835,-0.2659179781340317,0.2743088346083703,-0.9694109142116468,0.3323402089552052,0.8593630523832197
